page|pillar|sub_programme|source_doc
156|Unknown|Uncontrolled bushfires. • All gazzeted forests (Kabwe, Chibanga, Kalulu)|IDP_MAIN
156|Unknown|High rate of illegal • All gazzeted forests (Kabwe, Chibanga, Kalulu)|IDP_MAIN
157|Unknown|Solid Waste Management|IDP_MAIN
157|Unknown|Solid Waste Management Legislation|IDP_MAIN
157|Unknown|. The Solid Waste Regulation and Management Act No 20 of 2018|IDP_MAIN
157|Unknown|. The Local Government Act No 2 of 2019|IDP_MAIN
157|Unknown|. The Public Health Act CAP 295|IDP_MAIN
157|Unknown|. The Statutory Instrument NO 12 of 2018|IDP_MAIN
157|Unknown|. The Environmental Management Act of 2011|IDP_MAIN
158|Unknown|299,206 51,311,880|IDP_MAIN
158|Unknown|329,816 52,791,045|IDP_MAIN
158|Unknown|340,700 55,500,075|IDP_MAIN
158|Unknown|387,947 59,077,221|IDP_MAIN
158|Unknown|456,325 62,725,542|IDP_MAIN
158|Unknown|Solid Waste Management Situation|IDP_MAIN
159|Unknown|Keep Zambia Clean, Green and Healthy Campaign|IDP_MAIN
162|Unknown|7 Law and Order|IDP_MAIN
162|Unknown|Key Government Priorities Being Implemented and to Implemented at|IDP_MAIN
163|Unknown|Inadequate Police • Muwowo East and West,David|IDP_MAIN
163|Unknown|Justin Kabwe, Waya, Katondo, Kalonga|IDP_MAIN
163|Unknown|Luangwa (Jasmine zone), Luansanse|IDP_MAIN
163|Unknown|Kaputula, Ngungu (Manyoni area),|IDP_MAIN
163|Unknown|Kangomba, Munga, Chinyanja|IDP_MAIN
163|Unknown|Need to Upgrade Police post • Lukanga|IDP_MAIN
163|Unknown|Need to complete police posts • Katondo, Magandanyama|IDP_MAIN
163|Unknown|Inadequate office space at • Bwacha|IDP_MAIN
163|Unknown|Inadequate staff houses for|IDP_MAIN
163|Unknown|Summary of Issues and Concerns from the Public Participation Process|IDP_MAIN
164|Economic Transformation|.0 Introduction|IDP_MAIN
164|Economic Transformation|to 2033.The analysis of the core issues was done through a multi-sectorial|IDP_MAIN
164|Economic Transformation|.1 Overall Goal|IDP_MAIN
164|Economic Transformation|The strategic Outcomes of the KIDP|IDP_MAIN
165|Economic Transformation|Policies to Direct Development|IDP_MAIN
169|Economic Transformation|Economic Transformation and Job Creation|IDP_MAIN
170|Economic Transformation|Km damaged Kabwe Municipal|IDP_MAIN
171|Unknown|50 10 10 10 10 10|IDP_MAIN
172|Unknown|4 2 2 KMC, MLGRD|IDP_MAIN
174|Unknown|2 0 1 1 0 0 MoA|IDP_MAIN
175|Unknown|ICH convention Across the district 0 10 2 2 2 2 2|IDP_MAIN
178|Unknown|7 1 1 2 2 1 MFL|IDP_MAIN
182|Economic Transformation|Human and Social Development|IDP_MAIN
183|Unknown|100 20 20 20 20 20|IDP_MAIN
184|Unknown|2,800 16,142 16,142 16,142 16,144 MOE|IDP_MAIN
186|Unknown|- 2025- 2026- 2027-|IDP_MAIN
187|Unknown|35 5 10 10 10 -|IDP_MAIN
189|Unknown|Increase access to|IDP_MAIN
195|Unknown|57 11 11 11 12 12|IDP_MAIN
196|Unknown|boundary wall Chitakata B Health Post, 7 35 2 5 8 10 10 CDF|IDP_MAIN
196|Unknown|35 15 20 stry of|IDP_MAIN
197|Unknown|37 42 42 42 42 42|IDP_MAIN
198|Unknown|% household Vector control All Health Facilities 42 42 42 42 42 42 42|IDP_MAIN
199|Unknown|% 100 100 100 100 100 100|IDP_MAIN
200|Environmental Sustainability|Environmental Sustainability|IDP_MAIN
201|Unknown|500 100 100 100 100 100 Forestry Department|IDP_MAIN
201|Unknown|100 20 20 20 20 20 Forestry Department|IDP_MAIN
201|Unknown|00 agroforestry|IDP_MAIN
201|Unknown|10 fruit orchards|IDP_MAIN
201|Unknown|45 9 9 9 9 9 Forestry Department|IDP_MAIN
202|Unknown|25 5 5 5 5 5 Forestry Department|IDP_MAIN
202|Unknown|200 40 40 40 40 40 Forestry Department|IDP_MAIN
202|Unknown|,765 27,521 500 2021 25,000 Agriculture|IDP_MAIN
203|Unknown|225 225 225 225 225 Forestry Department|IDP_MAIN
204|Unknown|50 10 10 10 10 10 Forestry Department|IDP_MAIN
205|Good Governance|Good Governance Environment|IDP_MAIN
205|Good Governance|2024 2025 2026 2027|IDP_MAIN
207|Unknown|1500 500 500 250 250|IDP_MAIN
207|Unknown|households Kachulu, Water|IDP_MAIN
208|Unknown|1 1 Fire and rescue|IDP_MAIN
209|Unknown|1500 350 350 350 350 350 KMC|IDP_MAIN
210|Unknown|SPATIAL DEVELOPMENT FRAMEWORK|IDP_MAIN
210|Unknown|.1 Introduction|IDP_MAIN
211|Unknown|Parameters to be considered in the spatial concepts|IDP_MAIN
211|Unknown|Demographic factors:|IDP_MAIN
212|Unknown|Stakeholder participation|IDP_MAIN
212|Unknown|Spatial Development Models|IDP_MAIN
212|Unknown|Urban Growth Management Model|IDP_MAIN
213|Unknown|Approaches to action|IDP_MAIN
213|Unknown|Improved Transportation System Model|IDP_MAIN
214|Unknown|Rail line infrastructure strategy|IDP_MAIN
214|Unknown|th century and continues to play an important role today. Kabwe district has a rail line|IDP_MAIN
215|Unknown|tons/yr, lemons 5 tons/yr, chilli 1 ton/yr, tomato 10 tones/yr, pigs|IDP_MAIN
216|Unknown|Bus routes Improvement|IDP_MAIN
218|Unknown|km from the Kabwe Municipal Council Motel towards Fig Tree Café and passes through Mpima|IDP_MAIN
218|Unknown|are illustrated in the Figure below. To cope with the traffic congestion anticipated in 2033,|IDP_MAIN
222|Unknown|Environment Protection and Green Network Development Models|IDP_MAIN
224|Unknown|Chosen Development Scenario|IDP_MAIN
225|Unknown|Sustainable environmental, social and economic urban growth Model|IDP_MAIN
226|Unknown|Land Use Planning Policies and Proposals to Improve, Maintain or Protect the|IDP_MAIN
227|Unknown|Land Use Planning Policies and Proposals for Specific Protection Zones, Areas|IDP_MAIN
228|Unknown|Land Use Planning Policies and Proposals for The Protection of National and|IDP_MAIN
229|Unknown|). The area can be a significant tourist attraction with species of birds endemic only to the|IDP_MAIN
229|Unknown|by the Prince of Wales to provide hydroelectric power to the Broken Hill|IDP_MAIN
230|Unknown|Land Use Planning Policies and Proposals for Informal Settlements with A Description of|IDP_MAIN
232|Economic Transformation|Implementation Programme|IDP_MAIN
232|Economic Transformation|Capital Investment Programme|IDP_MAIN
233|Economic Transformation|km feeder Equipment, 150,000,000 Council and RDA|IDP_MAIN
233|Economic Transformation|undefined Entire district undefined KMC, NFRA|IDP_MAIN
234|Unknown|KM encroached Kabwe Municipal/|IDP_MAIN
239|Unknown|ICH Across the district stationery, art Tourism and Art,|IDP_MAIN
242|Unknown|cold storage Entire District cold storage MFL|IDP_MAIN
244|Unknown|,000 Council/KCCI ng partners|IDP_MAIN
252|Unknown|N lab o o . r o a f t ories|IDP_MAIN
257|Unknown|boreholes 150,000|IDP_MAIN
269|Unknown|,000.00 MOH/GRZ|IDP_MAIN
269|Unknown|,618,291.18 MOH/GRZ|IDP_MAIN
279|Unknown|friendly spaces Resource, IEC OPERATING MoH, CP|IDP_MAIN
281|Unknown|woodlots by resource|IDP_MAIN
281|Unknown|agroforestry resource|IDP_MAIN
281|Unknown|fruit orchards resource|IDP_MAIN
281|Unknown|tree nurseries created|IDP_MAIN
290|Unknown|FINANCIAL PLAN FOR THE PERIOD OF FIVE (5) YEARS - 2023 TO|IDP_MAIN
290|Unknown|Development Process|IDP_MAIN
291|Unknown|Forecast Background|IDP_MAIN
291|Unknown|Revenue and Expenditure History|IDP_MAIN
292|Unknown|2019 2020 2021 2022|IDP_MAIN
292|Unknown|,943,476 22,943,476 25,677,438 28,435,888|IDP_MAIN
292|Unknown|,069 515,069 574,879 514,487|IDP_MAIN
292|Unknown|,497,889 1,497,889 1,076,090 2,391,122|IDP_MAIN
292|Unknown|,301 285,301 265,681 235,748|IDP_MAIN
292|Unknown|,190,487 2,190,487 9,211,500 13,121,613|IDP_MAIN
292|Unknown|,488,808 1,488,808 1,213,587 16,196,460|IDP_MAIN
292|Unknown|,466 24,466 67,016 89,540|IDP_MAIN
292|Unknown|,500 69,500 283,355 91,923|IDP_MAIN
293|Unknown|,484,411 543,429|IDP_MAIN
293|Unknown|,015,000 1,148,730|IDP_MAIN
293|Unknown|,986 742,986 372,688|IDP_MAIN
293|Unknown|,752 743,752 950,601 508,163|IDP_MAIN
293|Unknown|,309,652 44,309,652 45,493,093 66,084,268|IDP_MAIN
293|Unknown|. Revenue and Expenditure Forecasts|IDP_MAIN
294|Unknown|,576,976.00 2,788,288.03 2,991,833.06|IDP_MAIN
294|Unknown|,000.00 108,200.00 116,098.60|IDP_MAIN
294|Unknown|Programme for the Preparation of Local Area Plan|IDP_MAIN
294|Unknown|Local Area Plan 2022|IDP_MAIN
296|Unknown|MONITORING AND EVALUATION PLAN|IDP_MAIN
296|Unknown|Precise/ well-defined: The indicator is not ambiguous so as to ensure|IDP_MAIN
296|Unknown|Reliable: the indicator yields the same results on repeated trials attempts;|IDP_MAIN
296|Unknown|Validity: the indicator measures what it intend to measure;|IDP_MAIN
296|Unknown|Measurable: the indicator is measurable; if it cannot be measured, it is not a|IDP_MAIN
296|Unknown|Practicable: The indicator is not be impractical to measure from a resource or|IDP_MAIN
296|Unknown|Monitoring – Processes and Tools|IDP_MAIN
296|Unknown|Monthly Reporting|IDP_MAIN
297|Unknown|Quarterly Performance Reporting|IDP_MAIN
297|Unknown|.4.4 Evaluation|IDP_MAIN
297|Unknown|Development of Indicators|IDP_MAIN
298|Unknown|M&E Lead Overall quality assurance of M&E Local District|IDP_MAIN
298|Unknown|Data Develop databases Local M&E Lead|IDP_MAIN
298|Unknown|Data Develop data collection and analysis Local Data Managers|IDP_MAIN
298|Unknown|GIS expert Link the Development Framework Local Data manager|IDP_MAIN
299|Economic Transformation|Logical framework of Monitoring and Evaluation|IDP_MAIN
302|Unknown|1 0 3 0 0 0 2 0 0 2 0 5 2 3 0 0 3 0 5|IDP_MAIN
302|Unknown|M K L M G C R , D|IDP_MAIN
304|Unknown|agriculture 3 29 0 2 4 5 6 3 3 3 3 3 3 of camp 8 MoA|IDP_MAIN
304|Unknown|29 0 7 7 7 8 3 3 3 3 3 3|IDP_MAIN
305|Unknown|2 5 20,764 1 0 1 0 5|IDP_MAIN
305|Unknown|5 5 20,764 1 1 0 1 1 0 2 5|IDP_MAIN
305|Unknown|0 20,764 1 0 1 0 5|IDP_MAIN
305|Unknown|1 0 20,764 1 0 1 0 5|IDP_MAIN
305|Unknown|2 1 0 20,764 2 0 2 0 5|IDP_MAIN
305|Unknown|1 0 20,764 3 0 3 0 5|IDP_MAIN
305|Unknown|1 5 20,764 4 0 4 0 5|IDP_MAIN
306|Unknown|25 5 5 5 5 5 Number of Quarte MoA|IDP_MAIN
308|Unknown|15 3 3 3 3 3 N vi u si m ts b d e o r ne o f Qtrly T|IDP_MAIN
308|Unknown|30 5 5 5 5 10 N em um plo b y er e df Qtrly T|IDP_MAIN
309|Unknown|ve 10 : To Im p|IDP_MAIN
309|Unknown|d uc tion a nd p rodu ctivit y from by 2 02|IDP_MAIN
309|Unknown|n i u c h d p e m a b b il e i r t s t a a p t n r e o a k d f y s MFL|IDP_MAIN
310|Unknown|1 1 Abattoir in MFL|IDP_MAIN
311|Unknown|1 1 Qtrly KMC/KCCI|IDP_MAIN
312|Unknown|2 1 1 0 0 0 KMC|IDP_MAIN
312|Unknown|20 4 4 4 4 Commerce,|IDP_MAIN
313|Unknown|4 2 2 sensitizati GAME|IDP_MAIN
314|Unknown|o w A ar l d l s 0 2 1 0 2 0 ,1 0 2 1 0 5 1 0 0 2 0 5 2 0 0 3 g|IDP_MAIN
317|Unknown|900 100 200 200 200 200 constructc MOE|IDP_MAIN
317|Unknown|100 10 20 10 20 10 rehabilitat goin|IDP_MAIN
318|Unknown|1 and piped quar|IDP_MAIN
319|Unknown|2 2 2 m blocks MOE|IDP_MAIN
319|Unknown|0 0 0 0 1 0 0 0 0 1|IDP_MAIN
319|Unknown|6 0 8 ,2 0 5 ,3 0 9 ,2 0 0 ,3 8 2 ,3 0 8 ,2 0 5 ,3 0 9 ,2 0 0 ,3 8 2 ,3 d|IDP_MAIN
319|Unknown|2 2 2 1 1 Authority,|IDP_MAIN
320|Unknown|145 29 29 29 29 29|IDP_MAIN
321|Unknown|10 2 2 2 2 2 skip bins KMC, GRZ|IDP_MAIN
323|Unknown|material quar Local|IDP_MAIN
325|Unknown|boreholes terly|IDP_MAIN
337|Unknown|29 29 29 29 29 29 29 29 29 Number of MOH/C|IDP_MAIN
337|Unknown|42 42 42 42 42 42 42 42 42 42 42 meetings|IDP_MAIN
337|Unknown|29 29 29 29 29 29 29 29 29 Number of|IDP_MAIN
340|Environmental Sustainability|30 10 10 10 conducted, Qtrly|IDP_MAIN
340|Environmental Sustainability|agroforestry 0 100 20 20 20 20 20|IDP_MAIN
341|Unknown|10 2 2 2 2 2 nurseries|IDP_MAIN
342|Unknown|2000 400 400 400 400 400 Qtrly Agriculture|IDP_MAIN
342|Unknown|industries on No. of|IDP_MAIN
343|Unknown|60 12 12 12 12 12|IDP_MAIN
343|Unknown|x4 Land cruiser All Month Forestry|IDP_MAIN
344|Unknown|290 58 58 58 58 58|IDP_MAIN
344|Unknown|50 10 10 10 10 10 trainings|IDP_MAIN
344|Unknown|0 0 ,0 2 0 0 ,4 0 0 0 ,4 0 0 0 ,4 0 0 0 ,4 0 0 0 ,4 0|IDP_MAIN
346|Unknown|0 Plots ya, 0 l|IDP_MAIN
347|Unknown|Registration Moomba, ,1 ,1 ,1 ,1 ,1|IDP_MAIN
349|Unknown|4 1 1 1 1 1 constructe d|IDP_MAIN
